appid	name	release_date	english	developer	publisher	categories	genres	price
848750	Space Drop	2018-05-25	1	Nifty Tools UK	Nifty Tools UK	Single-player;Steam Achievements	Casual	0.79
848770	Krystal the Adventurer	2018-06-07	1	Floofs	Floofs	Single-player;Full controller support	Action;Adventure;Indie	3.99
848780	Star Tower	2018-05-25	1	FuzzyCube	FuzzyCube	Single-player;Steam Achievements	Action;Casual;Indie;Strategy	3.99
848810	Bug Splatt	2018-07-11	1	BlueDog	BlueDog	Single-player	Casual;Indie	2.09
848890	Afelhem	2018-11-26	1	Namir Hassan	Nyble;N99	Single-player;Steam Achievements	Action;Adventure;Casual;Indie;RPG	0.79
848930	Rising Dusk	2018-07-26	1	Studio Stobie	Studio Stobie	Single-player;Partial Controller Support	Indie	5
848960	Gotcha Racing 2nd	2018-07-18	1	ARC SYSTEM WORKS	ARC SYSTEM WORKS	Single-player;Local Multi-Player;Steam Achievements;Full controller support	Casual;Racing	8.99
849000	Open The Door	2018-11-30	1	CAIKAI	CAIKAI	Single-player;Steam Achievements	Casual;Indie;Simulation	0.79
849070	Black Home 2	2018-04-26	1	Warfare Studios	Warfare Studios	Single-player;Steam Achievements;Partial Controller Support;Steam Cloud	Adventure;Casual;Indie;RPG;Strategy	5.79
849270	Soccer Nations Battle	2018-05-17	1	Virtual Play	Virtual Play	Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support	Action;Casual;Indie;Early Access	0.79
849320	Tank Rush	2018-06-05	1	13-lab	13-lab;azimut team	Single-player;Steam Achievements	Casual;Indie	0.79
849350	Realistic Illusion	2018-05-04	1	PanTrojan Studio	PanTrojan Studio	Single-player	Adventure;Casual;Indie	0.79
849360	Wrecking Towers	2018-05-18	1	Painful Smile	Mindtrick	Local Multi-Player;Steam Achievements;Partial Controller Support	Action;Casual	2.89
849390	Valerian Tales	2018-07-01	1	Color Core	Color Core	Single-player	Indie	6.19
849420	Professor Madhouse	2018-06-04	1	Red Dev Studio S.A.	Ultimate Games S.A.	Single-player	Adventure;Casual;Indie	1.69
849520	Rheum	2018-05-22	1	T-Rexcellent Studios	T-Rexcellent Studios	Single-player;Steam Achievements;Full controller support;Stats	Action;Adventure;Indie	2.09
849550	Depth Siege Atlantis	2018-05-04	1	Red Dolphin Games	VT Publishing	Single-player;Steam Achievements	Action;Casual	3.99
849560	The Road to Canterbury	2018-04-26	1	Choice of Games	Choice of Games	Single-player;Steam Achievements;Captions available;Steam Cloud	Adventure;Indie;RPG	2.89
849600	Sandbox Showdown	2018-06-08	1	Fistfang	Fistfang	Single-player;Steam Achievements;Stats	Violent;Action;Casual;Indie;Early Access	2.89
849620	Trivia Vault: Celebrity Trivia	2018-05-02	1	Ripknot Systems	Ripknot Systems	Single-player;Steam Achievements	Action;Casual;Simulation;Strategy	9.99
849630	Wolf Balls	2018-05-17	1	N.R. Burnette	N.R. Burnette	Single-player;Partial Controller Support	Action;Indie;Sports	3.99
849670	Oval	2018-06-08	1	Reactor Heart	Reactor Heart 	Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Includes level editor	Action;Indie;Early Access	8.99
849680	TimeTekker	2018-06-07	1	Artii Games LLC	Artii Games LLC	Single-player;Partial Controller Support	Action;Indie	0.79
849690	Ghost Mountain Roller Coaster	2018-05-09	1	Raw Lion Workshop	Raw Lion Workshop	Single-player;Full controller support	Adventure;Casual;Indie;Simulation;Accounting	2.09
849790	Firmament Wars	2018-09-03	1	Neverworks Games	Neverworks Games	Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Stats	Indie;Strategy	3.99
849800	Mermaid Mission: Titanic	2018-06-06	1	Arglefumph	Arglefumph	Single-player;Captions available	Adventure;Indie	3.99
849840	Imperi II	2018-05-10	1	Nuts and Volts Electronics	Nuts and Volts Electronics	Single-player;Steam Achievements;Steam Leaderboards	Casual;Indie;Simulation;Strategy	2.09
849860	The Risen Dead VR	2018-07-26	1	Maniamind Co.,Ltd	Maniamind Co.,Ltd	Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Stats	Action;Massively Multiplayer;Early Access	15.49
849870	Virtual Pirate VR	2018-07-16	1	MAMMOSSIX Co., Ltd.	MAMMOSSIX Co., Ltd.	Single-player;Online Multi-Player	Action;Adventure;Indie	7.19
849900	Space Hodsola	2018-05-15	1	Sochnoslivka	Dagestan Technology	Single-player	Action;Adventure;Indie	2.89
849910	Labor	2018-05-24	1	Musrka	Dagestan Technology	Single-player	Action;Adventure;Indie	2.89
849920	Dungeon Quest	2018-05-07	1	Akash Balloo	Akash Balloo	Single-player;Steam Achievements;Steam Cloud	RPG	0.79
849940	Freefall Tournament	2018-06-15	1	y8.com	y8.com	Multi-player;Online Multi-Player;In-App Purchases	Action	3.99
849970	Forgotten Realm RPG	2018-06-01	1	Triyo	Triyo	Single-player;Steam Achievements;Steam Cloud	Adventure;Indie;RPG	3.99
849980	Color by Numbers - Dinosaurs	2018-05-15	1	Kedronic UAB	Kedronic UAB	Single-player	Casual;Indie	4.49
850000	Noel The Mortal Fate S1-7	2018-05-15	1	Vaka Game Magazine;KANAWO	Vaka Game Magazine;AGM PLAYISM	Single-player	Adventure;Indie;RPG	11.39
850040	PuzzGun	2018-05-09	1	Aleksi Rajam??ki;Matias Rajam??ki	Codera	Single-player;Full controller support;Steam Cloud	Indie	2.09
850050	Achievement Idler: Red	2018-05-13	1	IHM Studio	IHM Studio	Single-player;Steam Achievements	Casual	0.79
850060	Anima: Gate of Memories - The Nameless Chronicles	2018-06-19	1	Anima Project	BadLand Publishing	Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats	Action;Adventure;RPG	15.49
850110	Number Guesser	2018-05-08	1	Jether	Jether	Single-player;Steam Cloud	Casual;Indie;Strategy	0.79
850230	Women's Soccer Manager	2018-07-16	1	Trophy Games ApS	Trophy Games ApS	Online Multi-Player;In-App Purchases	Free to Play;Sports;Strategy	0
850250	Dark Matter	2018-05-04	1	Barty Games	Barty Games	Single-player;Steam Achievements	Action;Indie	0.79
850270	Kaleido Chaos	2018-08-28	1	Weiqiang Ou	Weiqiang Ou	Single-player	Casual;Indie;Racing;Sports	0.79
850310	Cursed Town	2018-05-25	1	RPG Adventures Team	RPG Adventures Team	Single-player;Steam Achievements	RPG	0
850330	best game eu	2018-05-14	1	Black FishMaker	MAKER.GG	Single-player	Casual	0
850340	Deep Voyage	2018-05-04	1	Notus Games Ltd.	Notus Games Ltd.	Single-player;Steam Cloud	Casual	7.19
850450	Escape First	2018-05-10	1	OnSkull Games	OnSkull Games	Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards	Adventure;Casual;Indie	4.79
850500	Slum Ball VR Tournament	2018-05-16	1	U24 Solutions	U24 Solutions	Single-player;Steam Leaderboards	Casual;Indie;Simulation;Sports	11.39
850550	World of Virtual Reality VR	2018-07-06	1	Shadowless Gaming;Tamer G??lgesiz	Shadowless Gaming;Tamer G??lgesiz	Single-player;Online Multi-Player	Violent;Gore;Action;Adventure;Casual;Sports	4.79
850630	Starting The Game	2018-05-08	1	Online Vision;Divertic	Garage Games	Single-player;Steam Achievements;Commentary available	Casual;Indie;Simulation	0.79
850690	Crying is not Enough: Remastered	2018-06-19	1	Storyline Team	Storyline Team	Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats	Action;Adventure;Indie	15.49
850710	Skip's Sanity	2018-05-24	1	David Donarumo	David Donarumo	Single-player;Steam Achievements;Full controller support;Steam Leaderboards	Action;Casual;Indie;RPG;Simulation;Sports;Strategy	0
850740	The Princess Adventure	2018-11-08	1	FalconDev	FalconDev	Single-player;Partial Controller Support	Adventure;Casual;Indie	4.79
850780	Battle Royale Bootcamp	2018-05-22	1	Evan Murray	Evan Murray	Single-player	Action;Casual;Simulation;Early Access	4.79
850790	Aik's Cheese Adventures	2018-05-08	1	Freshtrax	Freshtrax	Single-player	Casual;Indie	2.89
850810	Kara's Darkness Chapter One	2018-06-05	1	Matthew Robert Carmack	Matthew Robert Carmack	Single-player;Steam Achievements	Adventure;Indie	1.69
850820	???????????????????????1???	2018-05-08	0	LU QI	LU QI	Single-player;Steam Achievements;Partial Controller Support;Steam Cloud	Indie;RPG	1.69
850830	Adventure in Kana Village	2018-05-26	1	CoughCat	CoughCat Software	Single-player	Adventure;Casual;Indie;RPG	5.19
850880	Vegetaball	2018-08-31	1	Gamma Games Interactive Inc.	Gamma Games Interactive Inc.	Online Multi-Player;Online Co-op;Steam Achievements;Stats	Action;Casual;Indie;Sports	3.99
850910	Streamers Company Tycoon ??????????????????	2019-03-13	0	????????????	????????????	Single-player;Steam Achievements;Steam Workshop	Casual;Simulation	7.19
850920	Hypersonic Speed Girl / ????€???????	2018-05-08	1	disfactNoir	disfactNoir	Single-player;Partial Controller Support	Action	7.19
850930	MODERN ROAD-LIKE	2018-06-16	1	Jordan Rott	Jordan Rott	Single-player;Steam Achievements	Adventure;Casual;Indie;RPG	0.79
850940	Space Colonizers	2018-05-31	1	CapPlay	CapPlay	Single-player;In-App Purchases;Steam Cloud	Simulation	2.09
850950	Helicopter Flight Simulator	2018-05-09	1	Simulators Live	Simulators Live	Single-player;Steam Achievements	Indie;Simulation	5.19
850960	Jurassic Safari Hunt	2018-05-25	1	Simulators Live	Simulators Live	Single-player;Steam Achievements	Action;Simulation	5.79
851000	Achievement Machine	2018-05-25	1	Playloft	Playloft	Single-player;Steam Achievements;Steam Cloud	Casual;Indie	2.89
851010	Airplane Sky Voyage	2018-05-31	1	Playloft	Playloft	Single-player;Steam Achievements	Indie;Simulation	5.79
851040	Darkest Mana : Master of the Table	2018-05-31	1	IKINA GAMES	IKINA GAMES	Single-player;Online Multi-Player	Indie;Strategy	7.19
851050	Paper Dolls VR	2018-05-28	1	Beijing Litchi Culture Media Co., Ltd.	Beijing Litchi Culture Media Co., Ltd.	Single-player	Action;Adventure;Indie	12.39
851080	Survival: Last Day	2018-10-22	1	BloodMoon Games	BloodMoon Games	Single-player;Steam Achievements	Action;Adventure;Indie;RPG	2.89
851100	Touhou Luna Nights	2019-02-25	1	Vaka Game Magazine;Team Ladybug	Vaka Game Magazine;AGM PLAYISM	Single-player;Partial Controller Support	Action;Adventure;Indie	13.99
851110	Idle Racing GO: Clicker Tycoon	2019-01-01	1	T-Bull S.A.	T-Bull S.A.	Single-player;In-App Purchases	Casual;Racing;Simulation;Early Access	0
851180	Blood Harvest 3	2018-06-05	1	BekkerDev Studio	BekkerDev Studio	Single-player	Action;Adventure;Indie	2.89
851200	Omae Wa Mou Shindeiru	2018-05-07	1	Laush Dmitriy Sergeevich	Laush Studio	Single-player;Steam Achievements	Casual;Indie	2.09
851220	Free the Animation	2018-06-08	1	GEORGES SAMAKE	WHMSOFT	Single-player;Multi-player;Partial Controller Support	Action;Indie;Simulation	2.09
851250	Sleeping Dawn VR	2018-09-28	1	Effimera Studio	Effimera Studio	Single-player;Multi-player;Online Multi-Player;Online Co-op	Action;Adventure;Casual;Indie	5.79
851290	Fesnia	2018-07-02	1	Anima	Team Syukino	Single-player;Steam Achievements	Casual;Indie	0
851320	SlimeGear	2018-08-06	1	DitheryGames	DitheryGames	Single-player	Adventure;Casual;Indie	3.99
851350	Let's Play with Nanai!	2018-11-01	1	VRJCC	ImagineVR	Single-player	Simulation	30.99
851370	EXAELLA	2018-05-14	1	Andrew Oudot;Denis Isakov	Denis Isakov	Single-player	Action;Adventure;Indie	3.99
851490	The Amazing Adventures of Lady Fanny Featherstone	2018-07-14	1	JimJams Games	JimJams Games	Single-player;Steam Achievements;Steam Cloud	Action;Adventure;Casual;Indie	2.09
851520	Trivia Vault: TV Trivia	2018-05-03	1	Ripknot Systems	Ripknot Systems	Single-player;Steam Achievements	Action;Casual;Simulation;Strategy	9.99
851530	Mini-Dead	2018-05-04	1	Alec Smith	Milo Games	Single-player;Steam Achievements	Action;Free to Play;Indie	0
851570	Zombie Hotel	2018-05-19	1	NifftyGameWorks	NifftyGameWorks	Single-player	Violent;Action;Casual;Indie;Early Access	1.69
851580	Planet Unknown Runner	2018-05-28	1	Blind Raccoon Studio	Blind Raccoon Studio	Single-player;Steam Achievements	Casual;Indie	0.79
851640	Marble Race	2018-10-13	1	Elastic Sea	Elastic Sea	Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Workshop;Partial Controller Support;Includes level editor	Indie;Racing;Early Access	5.99
851650	LOGistICAL: ABC Islands	2018-05-04	1	Sacada	Sacada	Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards	Casual;Free to Play;Indie;Strategy	0
851670	LUMINES REMASTERED	2018-06-26	1	Resonair	Enhance	Single-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards	Casual;Indie	9.99
851710	Trivia Vault: Art Trivia	2018-05-05	1	Ripknot Systems	Ripknot Systems	Single-player;Steam Achievements	Action;Casual;Simulation;Strategy	9.99
851730	Sandmade	2018-05-16	1	Manic Hyena	Manic Hyena	Single-player;Steam Achievements	Casual;Indie	0.79
851770	Number Hunt	2018-12-21	1	PaleBlue XYZ	PaleBlue XYZ	Single-player;Online Multi-Player;Steam Achievements;Steam Leaderboards	Action;Indie	11
851790	AstronTycoon	2018-06-05	1	ANG People s.r.o.	ANG People s.r.o.	Single-player	Indie;Simulation;Strategy	8.29
851810	Ultimate Sudoku Collection	2018-05-18	1	Stanley Lam	Stanley Lam	Single-player;Steam Achievements	Casual;Free to Play;Indie	0
851820	Boxes Inc.	2018-05-07	1	toR gaming	toR gaming	Single-player;Steam Achievements	RPG;Simulation;Strategy	4.79
851840	Strangers of the Power 2	2018-05-21	1	Tuomo Laine	Tuomo's games	Single-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Cloud	Casual;Indie;RPG	2.89
851880	R??A	2018-06-02	1	ARQUOIA	ARQUOIA	Single-player;Steam Achievements;Full controller support	Adventure;Indie	2.99
851890	Gal*Gun 2	2018-07-20	1	INTI CREATES CO., LTD.	PQube Limited	Single-player;Steam Achievements;Partial Controller Support;Steam Cloud	Action;Adventure	29.99
851920	Nova Wing III	2018-05-15	1	Sub Orbital Software	Sub Orbital Software	Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards	Action;Casual;Indie	0.79
851930	Battle Royale Tycoon	2018-12-10	1	Endless Loop Studios	Endless Loop Studios	Single-player	Indie;Simulation;Strategy;Early Access	7.19
851940	Dirt Bike Insanity	2018-06-15	1	dev4play	dev4play	Single-player	Indie;Racing;Sports	4.79
851980	Ball Grabbers	2018-07-12	1	Part Time Monkey	Part Time Monkey	Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support	Action;Casual;Indie;Sports	3.99
852050	Sky Dodge	2018-05-11	1	Nekyau Games	 Nekyau Games	Single-player	Casual;Indie	0.79
852060	Hell in Paradise	2018-05-14	1	Nekyau Games	 Nekyau	Single-player	Action;Casual;Indie	0.79
852070	Froggy BOI	2018-05-11	1	Nekyau Games	 Nekyau Games	Single-player	Action;Casual;Indie	0.79
852080	Gardener the Ripper	2018-05-12	1	Nekyau Games	 Nekyau	Single-player	Action;Casual;Indie	0.79
852110	RetroMaze	2018-05-21	1	Durven Studios	Durven Studios	Single-player;Steam Achievements	Casual;Indie	0.79
852160	Jack the Barbarian	2018-05-21	1	Cloaz Studio	Cloaz Studio	Single-player	Adventure;Casual;Indie;RPG	2
852180	Bunker Rush	2018-05-18	1	Luxuria	Luxuria	Single-player	Action;Adventure;Indie;Simulation;Strategy	1.69
852190	10 seconds	2018-07-16	1	Zynk Software	Zynk Software	Single-player;Local Multi-Player;Steam Leaderboards	Action;Casual;Indie	3.99
852250	Danger Room VR	2018-09-01	1	The Game Forger	The Game Forger	Single-player;Steam Achievements	Action;Casual;Free to Play;Indie	0
852310	Omega Commando	2018-05-21	1	yellaUmbrella Productions	yellaUmbrella Productions	Single-player	Action;Indie	3.99
852320	HOLONGLIDE	2018-07-19	1	divisivesoftware	divisivesoftware	Single-player;Full controller support	Casual;Indie	2.09
852340	King Rabbit	2019-01-25	1	RareSloth	RareSloth	Single-player;In-App Purchases;Partial Controller Support;Includes level editor	Action;Adventure;Casual;Free to Play;Indie;Early Access	0
852390	SwordBounce	2018-05-19	1	GogglesKitty	GogglesKitty	Single-player;Steam Achievements;Steam Cloud	Action;Indie	3.99
852450	The Stray Cat	2018-05-10	1	EugeneLee	EugeneLee	Single-player	Action;Casual;Free to Play;Indie;Simulation;Sports	0
852500	WorldQuest	2018-04-29	1	William Xu;Alex Raita	William Xu;Alex Raita	Multi-player;Online Multi-Player;Co-op;Online Co-op;Includes level editor	Action;Free to Play;Indie;RPG;Strategy	0
852530	Atex Brawl	2018-08-16	1	Innuendo Squad Studios	Innuendo Squad Studios	Single-player;Online Multi-Player;Partial Controller Support	Action;Indie;Sports	5.79
852570	A Tale of Pirates: a Dummy Mutiny	2018-05-23	1	Studio Clangore	Cranio Creations Digital	Single-player;Steam Achievements;Steam Leaderboards	Action;Indie	2.89
852590	Alone In The Forest VR	2018-05-17	1	Ovidiu Chis	Ovidiu Chis	Single-player	Action;Indie	2.09
852630	Keiko Everlasting	2018-06-11	1	Matt Stanton;Unmei No Basho;Kojiasano;Jeff Stanton;Naoko Kabashima	Matt Stanton	Single-player	Casual;Indie	3.99
852660	Linear Chicken	2018-05-07	1	Felip Guimer??	FelGC.GamesDevelopment	Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards	Casual;Indie;Strategy	2.09
852720	Voxel Tanks	2018-06-05	1	PigeonDev	PigeonDev	Single-player	Action;Casual;Indie	0.79
852740	Away From Earth: Mars	2018-08-23	1	Only Voxel Games	Only Voxel Games	Single-player;Multi-player;Steam Achievements	Adventure;Indie;Simulation	0.79
852750	Paper Shakespeare: Stick Merchant of Venice	2018-05-11	1	Stegalosaurus Game Development	Stegalosaurus Game Development	Single-player;Steam Achievements	Adventure;Casual;Indie	1.69
852760	D.F.R.: The Light VR	2018-05-14	1	Nothing Rhymes With Entertainment	Nothing Rhymes With Entertainment	Single-player;Steam Achievements	Action;Adventure;Indie	1.69
852790	The Adventure of Magical Girl	2018-06-21	1	Windward_Birds	XNZONE	Single-player;Steam Achievements;Captions available;Partial Controller Support;Steam Cloud	Adventure;Casual;Indie;RPG	2.09
852810	Airbo	2018-05-11	1	Nekyau Games	Nekyau	Single-player	Action;Indie	0.79
852860	Towards a perilous journey	2018-07-23	1	Sparkly Games	Sparkly Games	Single-player	Action;Adventure;Indie	1.69
852880	Ficterra	2019-02-27	1	Northern Amusements	Northern Amusements	Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op	Adventure;Indie;Early Access	19.49
852900	Space Captain McCallery - Episode 1: Crash Landing	2018-07-20	1	Renegade Sector Games	Renegade Sector Games	Single-player;Steam Achievements;Full controller support	Action;Adventure;Indie	3.99
852910	sweet pool	2018-12-19	1	Nitroplus	JAST USA	Single-player;Steam Achievements	Adventure	14.99
852920	Bad Bots Rise	2018-07-06	1	High Leap Studios	Lamina Studios	Single-player	Action;Adventure;Indie;Early Access	3.99
853000	Generic Jumper	2018-08-30	1	Sasha C. Gervais-Tourangeau	Asphe Games	Single-player	Indie	5.19
853020	Venal Soul (Chapter One)	2018-05-13	1	Vanadial	Vanadial	Single-player	Violent;Gore;Action;Adventure;Indie	5.19
853040	DEEP SPACE | Space-Platformer	2018-05-08	1	BUG-Studio	OraMonkey	Single-player;Steam Achievements;Full controller support;Steam Leaderboards	Action;Adventure;Indie	3.99
853110	Viki Spotter: Sports	2018-05-29	1	For Kids	For Kids	Single-player;Steam Achievements	Casual;Indie	1.69
853120	Iron Ground	2018-06-21	1	UTPlus Interactive Inc.	UTPlus Interactive Inc.	Single-player;Online Multi-Player	Action;Massively Multiplayer;Simulation	7.19
853140	Adeptus Titanicus: Dominus	2018-05-31	1	Membraine Studios	Membraine Studios	Single-player;Online Multi-Player	Strategy;Early Access	11.39
853200	Shred! 2 - Freeride Mountainbiking	2018-12-24	1	ASBO Interactive	ASBO Interactive Ltd	Single-player;Full controller support;Steam Cloud;Steam Leaderboards	Action;Indie;Racing;Sports	9.99
853210	Gopnik Simulator	2018-05-15	1	Zloy Krot Studio	Zloy Krot Studio	Single-player;Steam Achievements	Casual;Indie;Simulation	0.78
853220	Doors & Rooms	2019-01-31	1	Gameday Inc.;Iplay Inc.	Gameday Inc.	Single-player;Steam Achievements	Adventure;Indie;Strategy	5.19
853240	The Light Keeps Us Safe	2018-10-11	1	Big Robot Ltd	Big Robot Ltd	Single-player;Full controller support;Steam Cloud	Action;Indie;Early Access	15.49
853250	????????? : A Compendium of Ghosts	2018-06-05	0	Team 33	Team 33	Single-player	Adventure;Casual;Free to Play;Indie;RPG	0
853260	Ants! Mission of the salvation	2018-05-25	1	SteelSeed	Starwind Games	Single-player;Steam Achievements;Steam Cloud;Stats	Casual;Indie;Strategy	1.69
853290	Claw Breaker	2018-08-23	1	Team Klaw	Team Klaw	Local Multi-Player;Shared/Split Screen;Partial Controller Support	Action;Indie	7.19
853300	The Pizza Delivery Boy Who Saved the World	2018-09-06	1	Oh, a Rock! Studios	Oh, a Rock! Studios	Single-player;Steam Achievements;Partial Controller Support	Adventure;Casual;Indie	5.19
853310	Mr. Maze	2019-02-09	1	MJ Lovegrove	Screen 7	Single-player;Steam Achievements	Adventure;Indie	2.89
853380	Air Threat	2018-05-08	1	SharkGame	Garage Games	Single-player;Steam Achievements;Steam Trading Cards	Action;Casual;Indie	1.69
853410	YAPP2: Yet Another Pushing Puzzler	2018-07-20	1	Artless Games	Artless Games	Single-player;Steam Achievements;Steam Cloud	Indie	1.69
853480	Pestis	2018-05-10	1	DIEDEMOR STUDIO GAMES	Laush Studio	Single-player;Steam Achievements	Indie;Simulation	1.69
853490	Slippingcers	2018-05-29	1	Cersgame Studios	Firehawk Studios	Single-player	Adventure;Casual;Indie	0.79
853500	Quarantine Circular	2018-05-22	1	Bithell Games	Bithell Games	Single-player;Steam Achievements;Steam Cloud;Commentary available	Adventure;Casual;Indie	4.79
853550	Equilinox	2018-11-23	1	ThinMatrix	ThinMatrix	Single-player	Casual;Indie;Simulation	7.5
853580	Lost	2018-07-09	1	RewindApp	RewindApp	Single-player	Action;Adventure;Casual;Indie	0.79
853590	Goroons	2018-05-17	1	Epopeia Games	Epopeia Games	Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Steam Achievements;Full controller support	Casual;Indie	4.79
853610	The Outlaw, The Drunk, & The Whore	2018-05-18	1	DXF Games	DXF Games	Single-player;Steam Achievements;Full controller support;Steam Cloud	Action;Indie	2.89
853620	Stickman in the Portal	2018-08-23	1	BBB Games	BBB Games	Single-player;Steam Achievements	Casual;Indie	0.79
853760	Space Armor 2	2018-05-24	1	Ophyer	Ophyer	Single-player	Adventure;Indie;RPG	0.79
853770	Maximum Action	2018-09-19	1	George Mandell	BalloonMooseGames	Single-player;Includes level editor	Violent;Gore;Action;Indie;Early Access	11.39
853780	BlubBlub: Quest of the Blob	2018-05-29	1	Girls Make Games;Team Blub Blub	Girls Make Games;LearnDistrict, Inc.	Single-player;Partial Controller Support	Action;Indie	0
853830	Great Mountain Experience	2018-05-31	1	Ncube Inc.	Ncube Inc.	Single-player	Casual;Simulation	0.79
853850	LOGistICAL: Caribbean	2018-05-18	1	Sacada	Sacada	Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards	Casual;Indie;Strategy	7.19
853860	aMAZE Classic	2018-05-10	1	Blender Games	Blender Games	Single-player;Steam Achievements	Casual;Indie	0.79
853900	SHARK	2018-05-10	1	Trinity gaming	Freshtrax	Single-player	Indie	0.79
853940	Moonfall Ultimate	2018-09-04	1	Fishcow Studio	Wales Interactive	Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Cloud	Action;Adventure;Indie;RPG	9.99
853980	Splash	2018-05-21	1	Jan Urbanek	Jan Urbanek	Single-player	Action;Casual;Indie	0
854030	Ancient Journey VR	2018-06-08	1	National ancient journey	National ancient journey	Single-player	Adventure;Casual;Indie	19.49
854060	Bob The Cube	2018-05-21	1	Tomas Daugela	Tomas Daugela	Single-player;Steam Achievements	Action;Adventure;Indie	2.89
854120	Subterraneus	2018-12-12	1	CrazyKraken	Plug In Digital	Single-player	Adventure;Indie;Strategy	10.29
854150	Snail Racer EXTREME	2018-07-16	1	Kev Jackson	Kev Jackson	Single-player;Steam Achievements;Steam Leaderboards	Casual;Indie;Racing;Sports	0.79
854160	Dino Dawn	2018-05-11	1	neonboxgames	neonboxgames	Single-player;Steam Achievements	Adventure;Indie	3.99
854190	Russian Gangsta In HELL	2018-05-09	1	Nikita 'Ghost_RUS'	Ghost_RUS Games	Single-player;Steam Achievements	Violent;Gore;Action;Adventure;Indie	0.79
854250	FPV Freerider	2018-05-17	1	John Holmvall	Jord&Eld	Single-player;Partial Controller Support	Simulation	4.79
854310	Rise of Crustaceans	2018-05-28	1	Turmoil Studios	Turmoil Studios	Single-player;Partial Controller Support	Action;Indie;Early Access	2.89
854330	Lost in Spice	2018-06-07	1	Theo Tsapakos;Will Kane;Bryan Song;Jacob Ginsparg	--	Single-player	Casual	0
854390	Doors Push or Pull	2018-05-21	1	SoulShared Games LLC	SoulShared Games LLC	Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements	Casual	2.09
854400	EXCHANGE	2018-10-12	1	CharlerMaster	threeW	Multi-player;Online Multi-Player;Online Co-op	Action;Casual;Indie;Massively Multiplayer;Early Access	3.99
854450	Arlo The Rabbit	2018-05-23	1	Joshimations	Good Friend Studios	Single-player	Action;Adventure	2.09
854510	Warlock: Tower Defence	2018-06-08	1	Snowdon Games	Snowdon Games	Single-player	Strategy	2.09
854550	Scary Maze	2018-06-06	1	Wonder Cult	Wonder Cult	Single-player	Action	0.79
854560	Digit Daze	2018-05-10	1	Red Dolphin Games	VT Publishing	Single-player;Steam Achievements	Casual;Strategy	3.99
854570	Pamali: Indonesian Folklore Horror	2018-12-27	1	StoryTale Studios	StoryTale Studios;Maple Whispering Limited;AGM PLAYISM	Single-player;Steam Achievements	Adventure;Indie	3.49
854650	Indian Mutiny: Little Sepoy	2018-05-20	1	Joystick Knights	Joystick Knights	Single-player;Steam Achievements	Action;Indie	2.89
854670	HEROES TRIALS	2018-06-20	1	Shinyuden	Shinyuden	Single-player;Steam Achievements;Full controller support	Action;Adventure;RPG	4.79
854680	DeepLands	2018-07-02	1	Tim Venekamp	Tim Venekamp	Single-player	Adventure;Indie;Early Access	10.29
854690	RollerCoaster Legends II: Thor's Hammer	2018-06-05	1	WarDucks	WarDucks	Single-player	Adventure;Casual;Indie	4.79
854740	President Pig	2018-05-21	1	Crafty Game Lab	Crafty Game Lab	Single-player	Sexual Content;Nudity;Violent;Casual;Indie;RPG	4.79
854770	WTF	2018-07-27	1	Racing Bros	ANPA.US	Single-player	Violent;Gore;Action;Indie;Early Access	3.99
854810	Simple Sailing	2018-05-11	1	Casual.US	Casual.US	Single-player	Indie;Simulation;Sports	3.99
854830	Washed Up!	2018-10-16	1	Old Doorways Ltd	Old Doorways Ltd	Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards	Casual;Indie	9.29
854860	Cows VS Vikings	2018-12-06	1	Redox Entertainment Inc	Redox Entertainment Inc	Single-player;Steam Achievements;Steam Cloud	Adventure;Casual;Indie;Strategy;Early Access	6.19
854870	Perseverance: Part 1	2018-07-23	1	Tap It Games;Bit Golem	Tap It Games	Single-player;Steam Achievements;Partial Controller Support;Steam Cloud	Violent;Adventure;Indie	2.99
854890	International Basketball Manager	2018-09-27	1	U-Play Online	U-Play Online	Single-player;Local Multi-Player	Indie;Sports;Strategy;Early Access	7.99
